Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Niederglatt ZH;8172;0;Niederglatt;ZH;2679567;1260731
Niedergösgen;5013;0;Niedergösgen;SO;2641498;1247543
Niederhasli;8155;0;Niederhasli;ZH;2678692;1258916
Niederhelfenschwil;9527;0;Niederhelfenschwil;SG;2731486;1260043
Niederhünigen;3504;0;Niederhünigen;BE;2615240;1192010
Niederlenz;5702;0;Niederlenz;AG;2655234;1250466
Niedermuhlern;3087;0;Niedermuhlern;BE;2601830;1189961
Niederneunforn;8525;0;Neunforn;TG;2700737;1272474
Niederrickenbach;6383;2;Oberdorf (NW);NW;2675415;1197681
Niederrickenbach;6383;1;Wolfenschiessen;NW;2676017;1195358
Niederried b. Interlaken;3853;0;Niederried bei Interlaken;BE;2637427;1174395
Niederried b. Kallnach;3283;2;Kallnach;BE;2585837;1206627
Niederrohrdorf;5443;0;Niederrohrdorf;AG;2664822;1252911
Niederscherli;3145;0;Köniz;BE;2596758;1192812
Niederstetten;9249;1;Uzwil;SG;2723903;1257107
Niederstocken;3632;2;Stocken-Höfen;BE;2610281;1173268
Niederteufen;9052;0;Teufen (AR);AR;2745287;1250857
Niederurnen;8867;0;Glarus Nord;GL;2720417;1220749
Niederuzwil;9244;0;Uzwil;SG;2728353;1256814
Niederwald;3989;4;Niederwald;VS;2657597;1143038
Niederwangen b. Bern;3172;0;Köniz;BE;2595369;1196917
Niederweningen;8166;0;Niederweningen;ZH;2670459;1262088
Niederwil AG;5524;0;Niederwil (AG);AG;2664197;1247547
Niederwil SG;9203;0;Oberbüren;SG;2732921;1255773
Niederwil SO;4523;0;Riedholz;SO;2609943;1233169
Niederönz;3362;0;Niederönz;BE;2618804;1226106
Niederösch;3424;0;Niederösch;BE;2613182;1218392
Nierlet-les-Bois;1772;1;Ponthaux;FR;2570914;1185483
Niouc;3960;4;Anniviers;VS;2608748;1124393
Niva (Vallemaggia);6683;2;Campo (Vallemaggia);TI;2684179;1127222
Nivo;6746;2;Faido;TI;2707874;1143722
Nods;2518;0;Nods;BE;2572803;1217986
Noflen BE;3116;3;Noflen;BE;2607989;1183831
Nohl;8212;4;Laufen-Uhwiesen;ZH;2687772;1280480
Noiraigue;2103;0;Val-de-Travers;NE;2545525;1200802
Noréaz;1757;0;Noréaz;FR;2568632;1183590
Nottwil;6207;0;Nottwil;LU;2652742;1220609
Novaggio;6986;0;Novaggio;TI;2710071;1096456
Novalles;1431;2;Novalles;VD;2535697;1186708
Novazzano;6883;0;Novazzano;TI;2720206;1077832
Noville;1845;0;Noville;VD;2558451;1136760
Noës;3976;0;Sierre;VS;2605233;1125416
Nufenen;7437;0;Nufenen;GR;2738583;1155980
Nuglar;4412;0;Nuglar-St. Pantaleon;SO;2619580;1257634
Nunningen;4208;0;Nunningen;SO;2613800;1249003
Nussbaumen AG;5415;0;Obersiggenthal;AG;2664664;1260665
Nussbaumen TG;8537;0;Hüttwilen;TG;2704125;1276009
Nusshof;4453;0;Nusshof;BL;2627288;1260138
Nuvilly;1485;0;Nuvilly;FR;2553571;1181612
Nyon;1260;0;Nyon;VD;2507633;1137313
Näfels;8752;0;Glarus Nord;GL;2722853;1217946
Nänikon;8606;0;Uster;ZH;2694670;1247734
Némiaz (Chamoson);1955;3;Chamoson;VS;2583396;1117897
Nürensdorf;8309;0;Nürensdorf;ZH;2691850;1256112
Obbürgen;6363;0;Stansstad;NW;2670923;1204116
Oberaach;8587;0;Amriswil;TG;2737732;1269310
Oberarth;6414;0;Arth;SZ;2683187;1211912
Oberbalm;3096;0;Oberbalm;BE;2597605;1191202
Oberbalmberg;4524;3;Balm bei Günsberg;SO;2607619;1234836
Oberbipp;4538;0;Oberbipp;BE;2616509;1234376
Oberbuchsiten;4625;0;Oberbuchsiten;SO;2625268;1239989
Oberburg;3414;0;Oberburg;BE;2613915;1209500
Oberbussnang;9565;2;Bussnang;TG;2724257;1267580
Oberbüren;9245;0;Oberbüren;SG;2730179;1256787
Oberbütschel;3088;2;Rüeggisberg;BE;2601563;1187320
Oberdiessbach;3672;0;Oberdiessbach;BE;2614122;1187462
Oberdorf BL;4436;0;Oberdorf (BL);BL;2624191;1249067
Oberdorf NW;6370;41;Oberdorf (NW);NW;2671928;1201316
Oberdorf SO;4515;0;Oberdorf (SO);SO;2604808;1230759
Oberegg;9413;0;Oberegg;AI;2759129;1254319
Oberegg;9413;0;Oberegg;AI;2761434;1255150
Oberembrach;8425;0;Oberembrach;ZH;2689453;1260363
Oberems;3948;1;Oberems;VS;2619367;1125574
Oberengstringen;8102;0;Oberengstringen;ZH;2677603;1251488
Oberentfelden;5036;0;Oberentfelden;AG;2644962;1245409
Oberflachs;5108;0;Schinznach;AG;2651789;1254605
Oberfrittenbach;3551;0;Langnau im Emmental;BE;2627498;1203019
Obergerlafingen;4564;0;Obergerlafingen;SO;2611032;1223345
Obergesteln;3988;2;Obergoms;VS;2667691;1151903
Oberglatt ZH;8154;0;Oberglatt;ZH;2682227;1259463
Obergoldbach;3434;0;Landiswil;BE;2617824;1201084
Obergösgen;4653;0;Obergösgen;SO;2639071;1245864
Oberhallau;8216;0;Oberhallau;SH;2677637;1284430
Oberhasli;8156;0;Niederhasli;ZH;2679639;1257495
Oberhelfenschwil;9621;0;Oberhelfenschwil;SG;2726200;1246195
Oberhof;5062;0;Oberhof;AG;2642545;1255480
Oberhofen AG;5273;0;Mettauertal;AG;2651831;1267428
Oberhofen TG;8574;2;Lengwil;TG;2731813;1275398
Oberhofen am Thunersee;3653;0;Oberhofen am Thunersee;BE;2618070;1175681
Oberhünigen;3504;2;Oberhünigen;BE;2616764;1192092
Oberiberg;8843;0;Oberiberg;SZ;2702428;1210953
Oberkirch LU;6208;0;Oberkirch;LU;2651314;1223282
Oberkulm;5727;0;Oberkulm;AG;2651195;1238860
Oberlunkhofen;8917;0;Oberlunkhofen;AG;2672514;1240623
Obermumpf;4324;0;Obermumpf;AG;2637530;1264465
Obermutten;7431;2;Mutten;GR;2756676;1170896
Obernau;6012;0;Kriens;LU;2661541;1209261
Oberneunforn;8526;0;Neunforn;TG;2700401;1273586
Oberramsern;4588;2;Messen;SO;2602031;1218081
Oberrickenbach;6387;0;Wolfenschiessen;NW;2675096;1193472
Oberried FR;1724;5;Le Mouret;FR;2580916;1176069
Oberried am Brienzersee;3854;0;Oberried am Brienzersee;BE;2639595;1176438
Oberrieden;8942;0;Oberrieden;ZH;2685928;1236389
Oberriet SG;9463;0;Oberriet (SG);SG;2761166;1243881
Oberrindal;9604;1;Jonschwil;SG;2726769;1252253
Oberrohrdorf;5452;0;Oberrohrdorf;AG;2666654;1252811
Oberrüti;5647;0;Oberrüti;AG;2672910;1224196
Obersaxen Affeier;7133;0;Obersaxen;GR;2728531;1179628
Obersaxen Friggahüs;7136;0;Obersaxen;GR;2723925;1178222
Obersaxen Giraniga;7135;0;Obersaxen;GR;2725453;1178563
Obersaxen Meierhof;7134;0;Obersaxen;GR;2727230;1178779
Oberschan;9479;0;Wartau;SG;2754404;1218612
Oberschrot;1716;2;Oberschrot;FR;2587403;1176491
Oberstammheim;8477;0;Oberstammheim;ZH;2702195;1276276
Obersteckholz;4924;0;Obersteckholz;BE;2629152;1227742
Oberstetten;9249;2;Uzwil;SG;2724540;1256480
Oberstocken;3632;3;Stocken-Höfen;BE;2608851;1173849
Oberterzen;8884;0;Quarten;SG;2738056;1218098
Oberthal;3531;0;Oberthal;BE;2618753;1196571
Oberurnen;8868;0;Glarus Nord;GL;2722701;1219614
Oberuzwil;9242;0;Oberuzwil;SG;2726796;1254532
Oberwald;3999;0;Obergoms;VS;2669669;1154179
Oberwangen TG;8374;2;Fischingen;TG;2715728;1254111
Oberwangen b. Bern;3173;0;Köniz;BE;2593823;1195923
Oberweningen;8165;2;Oberweningen;ZH;2672985;1261896
Oberwil (Dägerlen);8471;3;Dägerlen;ZH;2695807;1269790
Oberwil BL;4104;0;Oberwil (BL);BL;2608304;1263224
Oberwil b. Büren;3298;0;Oberwil bei Büren;BE;2597775;1219558
Oberwil b. Zug;6317;0;Zug;ZG;2681428;1222319
Oberwil im Simmental;3765;0;Oberwil im Simmental;BE;2599793;1167496
Oberwil-Lieli;8966;0;Oberwil-Lieli;AG;2672214;1243524
Oberägeri;6315;0;Oberägeri;ZG;2689123;1221576
Oberönz;3363;0;Herzogenbuchsee;BE;2619612;1225329
Oberösch;3424;2;Oberösch;BE;2612859;1217631
Obfelden;8912;0;Obfelden;ZH;2674232;1235448
Obstalden;8758;0;Glarus Nord;GL;2730165;1219940
Ochlenberg;3367;2;Ochlenberg;BE;2622871;1222209
Ocourt;2889;0;Clos du Doubs;JU;2572746;1244626
Odogno;6951;12;Capriasca;TI;2718313;1104560
Oekingen;4566;3;Oekingen;SO;2612697;1225606
Oensingen;4702;0;Oensingen;SO;2621574;1237417
Oerlingen;8461;0;Kleinandelfingen;ZH;2692809;1275394
Oeschenbach;4943;0;Oeschenbach;BE;2623451;1216920
Oeschgen;5072;0;Oeschgen;AG;2643710;1263754
Oeschseite;3776;0;Zweisimmen;BE;2592771;1152982
Oetwil am See;8618;0;Oetwil am See;ZH;2697480;1236213
Oetwil an der Limmat;8955;0;Oetwil an der Limmat;ZH;2671725;1253831
Oey;3753;0;Diemtigen;BE;2610857;1167503
Oftringen;4665;0;Oftringen;AG;2637410;1239983
Ogens;1045;0;Ogens;VD;2545202;1173567
Oggio;6955;1;Capriasca;TI;2719365;1103173
Oggio;6955;1;Capriasca;TI;2719715;1103376
Ohmstal;6143;0;Schötz;LU;2639086;1223334
Oleyres;1580;2;Avenches;VD;2569453;1189200
Olivone;6718;0;Blenio;TI;2715295;1154263
Ollon VD;1867;0;Ollon;VD;2565778;1127399
Ollon VS;3971;2;Chermignon;VS;2602990;1124699
Olsberg;4305;0;Olsberg;AG;2625991;1263678
Olten;4600;0;Olten;SO;2635733;1244780
Oltingen;4494;0;Oltingen;BL;2637764;1253695
Onex;1213;3;Onex;GE;2496713;1115392
Onnens FR;1756;0;La Brillaz;FR;2569511;1180595
Onnens VD;1425;0;Onnens (VD);VD;2542595;1187763
Opfershofen TG;8584;1;Bürglen (TG);TG;2730433;1269186
Opfertshofen SH;8236;2;Thayngen;SH;2691427;1292578
Opfikon;8152;1;Opfikon;ZH;2686230;1253983
Oppens;1047;0;Oppens;VD;2542946;1173927
Oppikon;9565;3;Bussnang;TG;2722077;1267805
Oppligen;3629;2;Oppligen;BE;2611882;1185579
Orbe;1350;0;Orbe;VD;2530767;1175223
Orges;1430;0;Orges;VD;2535115;1184448
Orient;1341;0;Le Chenit;VD;2508036;1161780
Origlio;6945;0;Origlio;TI;2716624;1101101
Ormalingen;4466;0;Ormalingen;BL;2632625;1258124
Ormône (Savièse);1965;5;Savièse;VS;2593086;1121184
Orny;1317;0;Orny;VD;2530129;1168972
Oron-la-Ville;1610;0;Oron;VD;2553130;1157872
Oron-le-Châtel;1608;0;Oron;VD;2553927;1158338
Orpund;2552;0;Orpund;BE;2589610;1220739
Orselina;6644;0;Orselina;TI;2705132;1115204
Orsières;1937;0;Orsières;VS;2577356;1097770
Orsonnens;1694;3;Villorsonnens;FR;2565997;1174119
Ortschwaben;3042;0;Meikirch;BE;2597016;1204603
Orvin;2534;0;Orvin;BE;2583146;1223154
Orzens;1413;0;Orzens;VD;2542284;1174743
Oschwand;3476;0;Ochlenberg;BE;2621257;1221152
Osco;6763;0;Faido;TI;2703068;1150007
Osogna;6703;0;Osogna;TI;2719272;1130272
Ospizio Bernina;7710;0;Poschiavo;GR;2798602;1143192
Ossingen;8475;0;Ossingen;ZH;2696813;1273943
Osterfingen;8218;0;Wilchingen;SH;2679056;1279689
Ostermundigen;3072;0;Ostermundigen;BE;2604492;1200735
Otelfingen;8112;0;Otelfingen;ZH;2671265;1257093
Othmarsingen;5504;0;Othmarsingen;AG;2658238;1250429
Ottenbach;8913;0;Ottenbach;ZH;2672899;1236835
Ottikon (Gossau ZH);8626;0;Gossau (ZH);ZH;2701557;1239125
Ottikon b. Kemptthal;8307;2;Illnau-Effretikon;ZH;2696707;1254487
Ottoberg;8561;0;Märstetten;TG;2724099;1272119
Oulens-sous-Echallens;1377;0;Oulens-sous-Echallens;VD;2534133;1166177
Oulens-sur-Lucens;1522;9;Lucens;VD;2551781;1172771
Ovronnaz;1911;0;Leytron;VS;2579431;1116473
Pagig;7028;1;Arosa;GR;2767585;1189810
Pailly;1416;0;Pailly;VD;2541401;1172298
Palagnedra;6657;0;Centovalli;TI;2692206;1112110
Palasuit (Liddes);1945;10;Liddes;VS;2580985;1092326
Palézieux;1607;0;Oron;VD;2553911;1154763
Palézieux-Village;1607;1;Oron;VD;2553362;1156338
Pambio-Noranco;6915;0;Lugano;TI;2715642;1093867
Pampigny;1142;0;Pampigny;VD;2522606;1159429
Panex;1867;3;Ollon;VD;2567308;1128957
Pany;7243;0;Luzein;GR;2777467;1200376
Paradiso;6900;9;Paradiso;TI;2717036;1094016
Parpan;7076;0;Churwalden;GR;2762126;1181215
Parsonz;7464;0;Riom-Parsonz;GR;2763237;1164158
Paspels;7417;0;Paspels;GR;2753256;1179651
Passugg;7062;0;Churwalden;GR;2761026;1188514
Paudex;1094;0;Paudex;VD;2541182;1150804
Payerne;1530;0;Payerne;VD;2561778;1185631
Pazzallo;6912;0;Lugano;TI;2716502;1093504
Peccia;6695;0;Lavizzara;TI;2692995;1140258
Pedrinate;6832;0;Chiasso;TI;2722375;1076152
Peiden;7110;0;Lumnezia;GR;2734278;1175704
Peist;7029;0;Arosa;GR;2770369;1189445
Peney-le-Jorat;1059;0;Jorat-Menthue;VD;2545552;1164993
Pensier;1783;0;Barberêche;FR;2576855;1188169
Penthalaz;1305;0;Penthalaz;VD;2530343;1162961
Penthaz;1303;0;Penthaz;VD;2531056;1161403
Penthéréaz;1375;0;Penthéréaz;VD;2536109;1170426
Perlen;6035;0;Buchrain;LU;2669913;1218147
Perly;1258;0;Perly-Certoux;GE;2495639;1112513
Perrefitte;2742;0;Perrefitte;BE;2592395;1236145
Perroy;1166;0;Perroy;VD;2517565;1146816
Personico;6744;0;Personico;TI;2713883;1136522
Peseux;2034;0;Peseux;NE;2558160;1204174
Petit Vichères (Liddes);1945;12;Liddes;VS;2578912;1093591
Petit-Lancy;1213;0;Lancy;GE;2497984;1116151
Petit-Martel;2316;2;Les Ponts-de-Martel;NE;2547775;1206839
Peyres-Possens;1063;4;Montanaire;VD;2543997;1168273
Pfaffhausen;8118;0;Fällanden;ZH;2689674;1246679
Pfaffnau;6264;0;Pfaffnau;LU;2634973;1230764
Pfeffikon LU;5735;0;Rickenbach (LU);LU;2655589;1233391
Pfeffingen;4148;0;Pfeffingen;BL;2610689;1256279
Pfungen;8422;0;Pfungen;ZH;2690929;1263167
Pfyn;8505;0;Pfyn;TG;2714029;1273179
Pfäfers;7312;0;Pfäfers;SG;2755983;1203527
Pfäfers;7312;0;Pfäfers;SG;2757153;1206542
Pfäffikon SZ;8808;0;Freienbach;SZ;2701481;1228580
Pfäffikon ZH;8330;0;Pfäffikon;ZH;2701404;1246909
Piandera Paese;6959;5;Lugano;TI;2723227;1104340
Piandera Paese;6959;5;Lugano;TI;2723855;1104741
Pianezzo;6582;0;Pianezzo;TI;2722990;1114327
Piano di Peccia;6695;1;Lavizzara;TI;2689927;1140942
Piazzogna;6579;0;Gambarogno;TI;2707151;1110225
Pierrafortscha;1723;4;Pierrafortscha;FR;2580682;1181786
Pieterlen;2542;0;Pieterlen;BE;2591634;1224802
Pignia;7443;0;Andeer;GR;2753390;1164436
Pigniu;7156;1;Ilanz/Glion;GR;2728183;1185699
Piotta;6776;0;Quinto;TI;2694786;1152241
Pitasch;7111;0;Ilanz/Glion;GR;2736111;1177037
Pizy;1174;2;Aubonne;VD;2516250;1149763
Plaffeien;1716;0;Plaffeien;FR;2588331;1176819
Plagne;2536;0;Sauge;BE;2588118;1226454
Plan-les-Ouates;1228;0;Plan-les-Ouates;GE;2497837;1113817
Planken;9498;0;;;2759689;1228164
Plasselb;1737;0;Plasselb;FR;2585730;1176052
Platta;7185;0;Medel (Lucmagn);GR;2708332;1168422
Plaun da Lej;7517;0;Sils im Engadin/Segl;GR;2775701;1143723
Pleigne;2807;0;Pleigne;JU;2589098;1250773
Pleujouse;2953;3;La Baroche;JU;2582806;1251379
Plons;8889;0;Mels;SG;2748928;1213663
Pohlern;3638;1;Pohlern;BE;2607386;1174887
Poliez-Pittet;1041;32;Poliez-Pittet;VD;2542092;1164314
Poliez-le-Grand;1041;31;Montilliez;VD;2540668;1165571
Pollegio;6742;0;Pollegio;TI;2715645;1136000
Pompaples;1318;0;Pompaples;VD;2529027;1168759
Pomy;1405;0;Pomy;VD;2541238;1178970
Pont (Veveyse);1699;2;Le Flon;FR;2555168;1159944
Pont-de-la-Morge (Sion);1962;0;Sion;VS;2590751;1119434
Pont-la-Ville;1649;0;Pont-la-Ville;FR;2574945;1172151
Ponte Capriasca;6946;0;Ponte Capriasca;TI;2725768;1109369
Ponte Capriasca;6946;0;Ponte Capriasca;TI;2716425;1102391
Ponte Cremenaga;6996;0;Monteggio;TI;2705533;1094374
Ponte Tresa;6988;0;Ponte Tresa;TI;2710037;1092204
Pontenet;2733;0;Pontenet;BE;2585821;1232302
Ponthaux;1772;2;Ponthaux;FR;2569584;1185013
Ponto Valentino;6724;0;Acquarossa;TI;2714922;1149068
Pontresina;7504;0;Pontresina;GR;2789548;1152023
Porrentruy;2900;0;Porrentruy;JU;2572696;1251739
Porsel;1699;0;Le Flon;FR;2556121;1161105
Porsel;1699;0;Le Flon;FR;2557616;1160608
Port;2562;0;Port;BE;2586096;1218486
Portalban;1568;0;Delley-Portalban;FR;2563196;1196430
Portein;7423;2;Cazis;GR;2750469;1175136
Porto Ronco;6613;0;Ronco sopra Ascona;TI;2699464;1110699
Porza;6948;0;Porza;TI;2717018;1098376
Posat;1726;4;Farvagny;FR;2570893;1176380
Poschiavo;7742;0;Poschiavo;GR;2801994;1133836
Posieux;1725;0;Hauterive (FR);FR;2573745;1179073
Praden;7063;0;Tschiertschen-Praden;GR;2763683;1188086
Pragg-Jenaz;7231;0;Jenaz;GR;2772430;1201305
Prahins;1408;0;Donneloye;VD;2546616;1176247
Prangins;1197;0;Prangins;VD;2508568;1138823
Praratoud;1528;2;Surpierre;FR;2554820;1176105
Prato (Leventina);6773;0;Prato (Leventina);TI;2701197;1148794
Prato-Sornico;6694;0;Lavizzara;TI;2693489;1139072
Pratteln;4133;0;Pratteln;BL;2618790;1262799
Pratval;7415;2;Pratval;GR;2753612;1177616
Pravidondaz (Salins);1991;3;Sion;VS;2593535;1117891
Praz (Vully);1788;0;Bas-Vully;FR;2574015;1200269
Praz-de-Fort;1943;0;Orsières;VS;2575733;1093210
Preda;7482;1;Bergün/Bravuogn;GR;2779191;1162574
Pregassona;6963;0;Lugano;TI;2718702;1097838
Premier;1324;0;Premier;VD;2524031;1173066
Preonzo;6523;0;Preonzo;TI;2720529;1124763
Presinge;1243;0;Presinge;GE;2508672;1119300
Prez-vers-Noréaz;1746;0;Prez-vers-Noréaz;FR;2567657;1181682
Prez-vers-Siviriez;1677;0;Siviriez;FR;2556802;1165363
Prilly;1008;0;Prilly;VD;2536258;1154014
Pringy;1663;2;Gruyères;FR;2571903;1158652
Produit (Leytron);1912;2;Leytron;VS;2581168;1115038
Progens;1624;3;La Verrerie;FR;2559501;1159269
Progens;1624;3;Semsales;FR;2562535;1160375
Promasens;1673;0;Rue;FR;2552834;1161313
Promontogno;7606;0;Bregaglia;GR;2763013;1133921
Prosito;6526;0;Lodrino;TI;2719139;1126665
Provence;1428;1;Provence;VD;2545709;1193456
Prugiasco;6723;0;Acquarossa;TI;2714670;1148141
Prugiasco;6723;0;Acquarossa;TI;2714698;1146669
Präz;7424;0;Cazis;GR;2750394;1178871
Préverenges;1028;0;Préverenges;VD;2530038;1152307
Prévondavaux;1410;4;Prévondavaux;FR;2550667;1175333
Prévonloup;1682;0;Prévonloup;VD;2557391;1172214
Prêles;2515;0;Plateau de Diesse;BE;2576561;1216526
Pugerna;6823;0;Arogno;TI;2719358;1093085
Puidoux;1070;0;Puidoux;VD;2549674;1149812
Pully;1009;0;Pully;VD;2540389;1151171
Puplinge;1241;0;Puplinge;GE;2506910;1118321
Pura;6984;0;Pura;TI;2710698;1093547
Purasca;6989;0;Croglio;TI;2709573;1092909
Pusserein;7228;1;Schiers;GR;2772853;1206111
Putz;7224;0;Luzein;GR;2775430;1199799
Péry;2603;0;Péry;BE;2585889;1226843
Quarten;8883;0;Quarten;SG;2736448;1218674
Quartino;6572;0;Gambarogno;TI;2712458;1112435
Quinten;8878;0;Quarten;SG;2734979;1221459
Quinto;6777;0;Quinto;TI;2697671;1151883
Rabius;7172;0;Sumvitg;GR;2715901;1177137
Radelfingen b. Aarberg;3271;0;Radelfingen;BE;2587107;1207882
Rafz;8197;0;Rafz;ZH;2682428;1274321
Rain;6026;0;Rain;LU;2662560;1220188
Ramersberg;6060;2;Sarnen;OW;2660412;1194635
Ramiswil;4719;0;Mümliswil-Ramiswil;SO;2616706;1244028
Ramlinsburg;4433;0;Ramlinsburg;BL;2624959;1255424
Ramosch;7556;0;Valsot;GR;2824870;1191210
Ramosch;7556;0;Valsot;GR;2813756;1198278
Ramsei;3435;0;Lützelflüh;BE;2620520;1205300
Ramsen;8262;0;Ramsen;SH;2703147;1284938
Rancate;6862;0;Mendrisio;TI;2718840;1081129
Rances;1439;0;Rances;VD;2530657;1179292
Randa;3928;0;Randa;VS;2626905;1105428
Randogne;3975;0;Randogne;VS;2605557;1129068
Ranflüh;3439;0;Lützelflüh;BE;2623188;1204315
Ranzo;6577;0;Gambarogno;TI;2703044;1107652
Raperswilen;8558;0;Raperswilen;TG;2720862;1277215
Rapperswil BE;3255;0;Rapperswil (BE);BE;2597467;1212366
Rapperswil SG;8640;0;Rapperswil-Jona;SG;2704499;1231410
Raron;3942;0;Raron;VS;2627575;1128791
Rasa;6655;3;Centovalli;TI;2693930;1112347
Ravoire;1928;0;Martigny-Combe;VS;2569634;1105148
Realp;6491;0;Realp;UR;2681775;1161495
Realta;7408;1;Cazis;GR;2751420;1180151
Rebeuvelier;2832;0;Rebeuvelier;JU;2597788;1241544
Rebstein;9445;0;Rebstein;SG;2761946;1252067
Rebévelier;2717;2;Rebévelier;BE;2580987;1237694
Recherswil;4565;0;Recherswil;SO;2612244;1223288
Rechthalten;1718;0;Rechthalten;FR;2584412;1179487
Reckingen VS;3998;0;Reckingen-Gluringen;VS;2661807;1147108
Reconvilier;2732;0;Reconvilier;BE;2582807;1231592
Regensberg;8158;0;Regensberg;ZH;2675283;1259459
Regensdorf;8105;0;Regensdorf;ZH;2677526;1253979
Rehetobel;9038;0;Rehetobel;AR;2754423;1254947
Reichenbach im Kandertal;3713;0;Reichenbach im Kandertal;BE;2619388;1163617
Reichenburg;8864;0;Reichenburg;SZ;2716365;1225246
Reiden;6260;0;Reiden;LU;2640394;1232650
Reidermoos;6260;2;Reiden;LU;2641742;1233880
Reigoldswil;4418;0;Reigoldswil;BL;2618724;1249983
Reinach AG;5734;0;Reinach (AG);AG;2656976;1234213
Reinach BL;4153;0;Reinach (BL);BL;2611444;1260221
Reisiswil;4919;0;Reisiswil;BE;2630909;1223875
Reitnau;5057;0;Reitnau;AG;2646197;1233524
Rekingen AG;5332;0;Rekingen (AG);AG;2666885;1269181
Remaufens;1617;0;Remaufens;FR;2557034;1153081
Remetschwil;5453;0;Remetschwil;AG;2667408;1251092
Remigen;5236;0;Remigen;AG;2656217;1263362
Renan BE;2616;0;Renan (BE);BE;2561337;1219699
Renens VD;1020;0;Renens (VD);VD;2534951;1154300
Rengg;6162;2;Entlebuch;LU;2649636;1206029
Rennaz;1847;0;Rennaz;VD;2559989;1136192
Retschwil;6285;2;Hitzkirch;LU;2661526;1227378
Reute AR;9411;0;Berneck;SG;2762645;1254395
Reute AR;9411;0;Reute (AR);AR;2761213;1254161
Reutigen;3647;0;Reutigen;BE;2613834;1171345
Reutlingen (Winterthur);8404;2;Winterthur;ZH;2698635;1264971
Reverolle;1128;0;Reverolle;VD;2523378;1155060
Rheinau;8462;0;Rheinau;ZH;2687900;1277894
Rheineck;9424;0;Rheineck;SG;2762188;1259448
Rheinfelden;4310;0;Rheinfelden;AG;2627754;1266626
Rheinklingen;8259;3;Wagenhausen;TG;2703062;1281319
Rheinsulz;5084;0;Laufenburg;AG;2648786;1267258
Rhäzüns;7403;0;Rhäzüns;GR;2749173;1184723
Riaz;1632;0;Riaz;FR;2571098;1165654
Riazzino;6595;0;Lavertezzo;TI;2712162;1115032
Richenthal;6263;0;Reiden;LU;2638164;1229862
Richigen;3078;0;Worb;BE;2611294;1196438
Richterswil;8805;0;Richterswil;ZH;2695631;1229360
Ricken SG;8726;0;Wattwil;SG;2721683;1236071
Rickenbach BL;4462;0;Rickenbach (BL);BL;2630805;1259545
Rickenbach LU;6221;0;Rickenbach (LU);LU;2654038;1230865
Rickenbach SO;4613;0;Rickenbach (SO);SO;2631442;1243587
Rickenbach Sulz;8545;1;Rickenbach (ZH);ZH;2701216;1266573
Rickenbach ZH;8545;0;Rickenbach (ZH);ZH;2702366;1267483
Rickenbach b. Schwyz;6432;0;Schwyz;SZ;2693305;1207990
Rickenbach b. Wil;9532;0;Jonschwil;SG;2722540;1255019
Rickenbach b. Wil;9532;0;Rickenbach (TG);TG;2721292;1256517
Ricketwil (Winterthur);8352;2;Winterthur;ZH;2702639;1260457
Riddes;1908;0;Riddes;VS;2583706;1113331
Ried (Frutigen);3724;0;Frutigen;BE;2613281;1157011
Ried (Muotathal);6436;3;Muotathal;SZ;2697013;1204711
Ried b. Kerzers;3216;0;Ried bei Kerzers;FR;2580780;1200394
Ried-Brig;3911;0;Ried-Brig;VS;2644592;1129153
Ried-Mörel;3986;0;Riederalp;VS;2645511;1134277
Rieden AG;5415;2;Obersiggenthal;AG;2665226;1259603
Rieden SG;8739;0;Gommiswald;SG;2722162;1231466
Riederalp;3987;0;Riederalp;VS;2644899;1136189
Riedern;8750;2;Glarus;GL;2722224;1212146
Riedholz;4533;0;Riedholz;SO;2609672;1231438
Riedikon;8616;0;Uster;ZH;2696208;1243186
Riedstätt;3159;0;Guggisberg;BE;2590704;1181381
Riedt b. Erlen;8586;5;Erlen;TG;2733844;1267358
Riedtwil;3475;0;Seeberg;BE;2619577;1221138
Riehen;4125;0;Riehen;BS;2615842;1270467
Riein;7128;0;Ilanz/Glion;GR;2737322;1178553
Riemenstalden;6452;2;Riemenstalden;SZ;2693464;1200275
Riet (Neftenbach);8412;1;Neftenbach;ZH;2694184;1265763
Rietheim;5323;0;Rietheim;AG;2663323;1272712
Riex;1097;0;Bourg-en-Lavaux;VD;2546031;1149353
Riffenmatt;3156;0;Guggisberg;BE;2593254;1179318
Rifferswil;8911;0;Rifferswil;ZH;2680124;1233328
Riggisberg;3132;0;Riggisberg;BE;2602677;1184050
Rigi Kaltbad;6356;0;Weggis;LU;2678450;1210840
Rigi Klösterli;6410;2;Arth;SZ;2679658;1210915
Rigi Kulm;6410;4;Arth;SZ;2679338;1212100
Rigi Scheidegg;6410;5;Gersau;SZ;2682270;1208797
Rigi Staffel;6410;3;Arth;SZ;2678763;1211927
Riken AG;4853;2;Murgenthal;AG;2631414;1236252
Rikon im Tösstal;8486;0;Zell (ZH);ZH;2702589;1256150
Ringgenberg BE;3852;0;Ringgenberg (BE);BE;2635120;1173383
Ringoldswil;3656;2;Sigriswil;BE;2619552;1175938
Riniken;5223;0;Riniken;AG;2656374;1260622
Riom;7463;0;Riom-Parsonz;GR;2764956;1166935
